s,cname,name,c_id
http://example.com/heritage/id/10344038w,United Kingdom,Palace of Westminster and Westminster Abbey including Saint Margaret's Church,http://example.com/country/id/145
http://example.com/heritage/id/106187w,United Kingdom,Giant's Causeway,http://example.com/country/id/145
http://example.com/heritage/id/107719670w,United Kingdom,The Slate Landscape of Northwest Wales,http://example.com/country/id/145
http://example.com/heritage/id/108040339w,United Kingdom,"Penrhyn Slate Quarry and Bethesda, and the Ogwen valley to Port Penrhyn",http://example.com/country/id/145
http://example.com/heritage/id/108040340w,United Kingdom,Dinorwig Slate Quarry Mountain Landscape,http://example.com/country/id/145
http://example.com/heritage/id/108040342w,United Kingdom,Nantlle Valley Slate Quarry Landscape,http://example.com/country/id/145
http://example.com/heritage/id/108040343w,United Kingdom,"Gorseddau and Prince of Wales Slate Quarries, Railways and Mill",http://example.com/country/id/145
http://example.com/heritage/id/108040344w,United Kingdom,"Ffestiniog: its Slate Mines and Quarries, ‘city of slates’ and Railway to Porthmadog",http://example.com/country/id/145
http://example.com/heritage/id/108040345w,United Kingdom,"Bryneglwys Slate Quarry, Abergynolwyn Village and the Talyllyn Railway",http://example.com/country/id/145
http://example.com/heritage/id/1334966w,United Kingdom,Heart of Neolithic Orkney,http://example.com/country/id/145
http://example.com/heritage/id/1478558w,United Kingdom,Stones  of Stenness,http://example.com/country/id/145
http://example.com/heritage/id/15260680w,United Kingdom,Old and New Towns of Edinburgh,http://example.com/country/id/145
http://example.com/heritage/id/1569783w,United Kingdom,Jodrell Bank Observatory,http://example.com/country/id/145
http://example.com/heritage/id/15732525w,United Kingdom,Durham Castle and Cathedral,http://example.com/country/id/145
http://example.com/heritage/id/15924897w,United Kingdom,"Canterbury Cathedral, St Augustine's Abbey, and St Martin's Church",http://example.com/country/id/145
http://example.com/heritage/id/16064866w,United Kingdom,The Great Spa Towns of Europe,http://example.com/country/id/145
http://example.com/heritage/id/16363480w,United Kingdom,Studley Royal Park including the Ruins of Fountains Abbey,http://example.com/country/id/145
http://example.com/heritage/id/166479w,United Kingdom,St Kilda,http://example.com/country/id/145
http://example.com/heritage/id/16891784w,United Kingdom,Gough and Inaccessible Islands,http://example.com/country/id/145
http://example.com/heritage/id/16921416w,United Kingdom,Maritime Greenwich,http://example.com/country/id/145
http://example.com/heritage/id/17510883w,United Kingdom,"Fort Victoria, Bermuda",http://example.com/country/id/145
http://example.com/heritage/id/17640714w,United Kingdom,"Hadrian's Wall in wall mile 0, Wallsend Roman fort, Segedunum",http://example.com/country/id/145
http://example.com/heritage/id/17640722w,United Kingdom,"Hadrian's Wall in wall mile 0, two sections of Hadrian's Wall between Sharpe Road and The Avenue",http://example.com/country/id/145
http://example.com/heritage/id/17642650w,United Kingdom,Beckfoot Roman fort,http://example.com/country/id/145
http://example.com/heritage/id/17642986w,United Kingdom,"Hadrian's Wall and vallum in wall mile 66, Stanwix Bank to Stainton",http://example.com/country/id/145
http://example.com/heritage/id/17645057w,United Kingdom,"Hadrian's Wall in wall mile 5, sections of wall in playing field of Rutherford School",http://example.com/country/id/145
http://example.com/heritage/id/17645070w,United Kingdom,"Hadrian's Wall vallum in wall mile 6, Benwell length of vallum of Hadrian's Wall in grounds of St Cuthbert's School",http://example.com/country/id/145
http://example.com/heritage/id/17645080w,United Kingdom,"Hadrian's Wall in wall mile 6, Condercum Roman fort, Benwell",http://example.com/country/id/145
http://example.com/heritage/id/17645099w,United Kingdom,"Hadrian's Wall in wall mile 7, Benwell length of vallum of Hadrian's Wall in the grounds of Benwell Hill Cricket Club",http://example.com/country/id/145
http://example.com/heritage/id/17645115w,United Kingdom,"Hadrian's Wall in wall mile 7, Scotswood section of Hadrian's Wall in the grounds of Benwell Hill Cricket Club",http://example.com/country/id/145
http://example.com/heritage/id/17645141w,United Kingdom,"Hadrian's Wall and vallum in wall mile 7, Scotswood section from Denton Road to Denton Dene",http://example.com/country/id/145
http://example.com/heritage/id/17645151w,United Kingdom,"Hadrian's Wall and vallum in wall mile 7, Denton section of Hadrian's Wall, Denton Turret and Hadrian's Wall at West Denton",http://example.com/country/id/145
http://example.com/heritage/id/17645160w,United Kingdom,"Hadrian's Wall and vallum in wall mile 7, Scotswood section of vallum 75m long at Denton Dene",http://example.com/country/id/145
http://example.com/heritage/id/17645184w,United Kingdom,"Hadrian's Wall in wall mile 7, Scotswood section of Hadrian's Wall in garden of West Road Methodist Chapel",http://example.com/country/id/145
http://example.com/heritage/id/17645195w,United Kingdom,"Hadrian's Wall in wall mile 0, section between Eastfield Avenue and Tumulus Avenue",http://example.com/country/id/145
http://example.com/heritage/id/17645205w,United Kingdom,"Hadrian's Wall in wall mile 1, three sections between Stotts Road and Vauxhall Road",http://example.com/country/id/145
http://example.com/heritage/id/17645222w,United Kingdom,"Hadrian's Wall in wall mile 2, Byker section of Hadrian's Wall and presumed site of milecastle 3 at Shields Road West",http://example.com/country/id/145
http://example.com/heritage/id/17645232w,United Kingdom,"Hadrian's Wall in wall mile 2, Walker section of Hadrian's Wall under the forecourt of the Fosse public house",http://example.com/country/id/145
http://example.com/heritage/id/17645247w,United Kingdom,"Hadrian's Wall in wall mile 2, Walker section of Hadrian's Wall 171m long across Millers Dene playing field",http://example.com/country/id/145
http://example.com/heritage/id/17645260w,United Kingdom,"Hadrian's Wall in wall mile 2, Walker section of Hadrian's Wall near the junction of Fossway and Shields Road",http://example.com/country/id/145
http://example.com/heritage/id/17645274w,United Kingdom,"Hadrian's Wall in wall mile 4, sections of wall between Crawhall Road and Jubilee Road",http://example.com/country/id/145
http://example.com/heritage/id/17647108w,United Kingdom,Hadrian's Wall and vallum in wall mile 8 from Denton to Blucher,http://example.com/country/id/145
http://example.com/heritage/id/17647114w,United Kingdom,"Hadrian's Wall and vallum in wall mile 9, Blucher to Dene House",http://example.com/country/id/145
http://example.com/heritage/id/17647161w,United Kingdom,Hadrian's Wall and vallum in wall mile 10 from Dene House to Throckley Bank Top,http://example.com/country/id/145
http://example.com/heritage/id/17650485w,United Kingdom,Moss Side 1 and 2 Roman temporary camps,http://example.com/country/id/145
http://example.com/heritage/id/17650686w,United Kingdom,"Hadrian's Wall between the road to Garthside and The Centurion Inn, Walton, in wall miles 54 and 55",http://example.com/country/id/145
http://example.com/heritage/id/17650694w,United Kingdom,"The vallum between the road to Garthside and the track east of Castlesteads in wall miles 54, 55 and 56",http://example.com/country/id/145
http://example.com/heritage/id/17650705w,United Kingdom,Castlesteads Roman fort and the vallum between the track to the east of Castlesteads fort and the Cam Beck in the west,http://example.com/country/id/145
http://example.com/heritage/id/17650782w,United Kingdom,Hadrian's Wall and vallum between the field boundary west of Coombe Crag and Banks Green Cottage and the road to Lanercost at Banks in wall miles 51 and 52,http://example.com/country/id/145
http://example.com/heritage/id/17662936w,United Kingdom,"Silloth Golf Course tower 12b, 410m north west of Heatherbank, part of the Roman frontier defences along the Cumbrian coast",http://example.com/country/id/145
http://example.com/heritage/id/17663113w,United Kingdom,"Hadrian's Wall between Tarraby and Beech Grove, Knowefield in wall miles 64 and 65",http://example.com/country/id/145
http://example.com/heritage/id/17663121w,United Kingdom,Hadrian's Wall vallum between the boundaries north of the properties on Whiteclosegate and the field boundary west of Wall Knowe in wall miles 64 and 65,http://example.com/country/id/145
http://example.com/heritage/id/17663129w,United Kingdom,Hadrian's Wall and vallum between the field boundary west of Wall Knowe and Scotland Road including the Roman fort at Stanwix in wall mile 65,http://example.com/country/id/145
http://example.com/heritage/id/17669775w,United Kingdom,"Rudchester Roman fort, associated civil settlement and a section of Hadrian's Wall and vallum from the A69 to the March Burn in wall mile 13",http://example.com/country/id/145
http://example.com/heritage/id/17675549w,United Kingdom,Cawfields,http://example.com/country/id/145
http://example.com/heritage/id/17675628w,United Kingdom,Carrawburgh Roman fort and Hadrian's Wall and vallum,http://example.com/country/id/145
http://example.com/heritage/id/17675747w,United Kingdom,Hadrian's Wall and vallum and their associated features between Poltross Burn and the River Irthing in wall mile 48,http://example.com/country/id/145
http://example.com/heritage/id/17675760w,United Kingdom,The Roman bath house to the north east of Castlesteads Roman fort in wall mile 56,http://example.com/country/id/145
http://example.com/heritage/id/18808444w,United Kingdom,Temple of Diana,http://example.com/country/id/145
http://example.com/heritage/id/188617w,United Kingdom,Kew Gardens,http://example.com/country/id/145
http://example.com/heritage/id/2021552w,United Kingdom,Liverpool Maritime Mercantile City,http://example.com/country/id/145
http://example.com/heritage/id/2061016w,United Kingdom,Banna,http://example.com/country/id/145
http://example.com/heritage/id/208181w,United Kingdom,Blenheim Palace,http://example.com/country/id/145
http://example.com/heritage/id/210957w,United Kingdom,Antonine Wall,http://example.com/country/id/145
http://example.com/heritage/id/211778w,United Kingdom,Lake District,http://example.com/country/id/145
http://example.com/heritage/id/22889w,United Kingdom,Bath,http://example.com/country/id/145
http://example.com/heritage/id/23818211w,United Kingdom,Blaenavon Industrial Landscape,http://example.com/country/id/145
http://example.com/heritage/id/24677919w,United Kingdom,Pontcysyllte Aqueduct and Canal,http://example.com/country/id/145
http://example.com/heritage/id/259173w,United Kingdom,Studley Royal Park,http://example.com/country/id/145
http://example.com/heritage/id/275w,United Kingdom,Forth Bridge,http://example.com/country/id/145
http://example.com/heritage/id/29265w,United Kingdom,Canterbury Cathedral,http://example.com/country/id/145
http://example.com/heritage/id/3108515w,United Kingdom,Ravenglass Roman Bath House,http://example.com/country/id/145
http://example.com/heritage/id/334303w,United Kingdom,St Augustine's Abbey,http://example.com/country/id/145
http://example.com/heritage/id/379759w,United Kingdom,Henderson Island,http://example.com/country/id/145
http://example.com/heritage/id/39671w,United Kingdom,Stonehenge,http://example.com/country/id/145
http://example.com/heritage/id/4147903w,United Kingdom,borders of the Roman Empire,http://example.com/country/id/145
http://example.com/heritage/id/464566w,United Kingdom,Cornwall and West Devon Mining Landscape,http://example.com/country/id/145
http://example.com/heritage/id/4688554w,United Kingdom,Aesica,http://example.com/country/id/145
http://example.com/heritage/id/505935w,United Kingdom,Gough Island,http://example.com/country/id/145
http://example.com/heritage/id/507076w,United Kingdom,Maes Howe,http://example.com/country/id/145
http://example.com/heritage/id/540237w,United Kingdom,Fountains Abbey,http://example.com/country/id/145
http://example.com/heritage/id/540964w,United Kingdom,Harlech Castle,http://example.com/country/id/145
http://example.com/heritage/id/57357w,United Kingdom,Hadrian's Wall,http://example.com/country/id/145
http://example.com/heritage/id/575976w,United Kingdom,Jurassic Coast,http://example.com/country/id/145
http://example.com/heritage/id/587584w,United Kingdom,"Stonehenge, Avebury and Associated Sites",http://example.com/country/id/145
http://example.com/heritage/id/62378w,United Kingdom,Tower of London,http://example.com/country/id/145
http://example.com/heritage/id/643631w,United Kingdom,Ring of Brodgar,http://example.com/country/id/145
